s1S,-1.797000
s2S,-0.290800
s2P,-0.245100
t2S,-0.349600
S3P,8.175000
s3D,-0.111100
s3S,-0.122300
t2P,-0.264600
t3D,-0.111200
s4F,-0.062400
t3S,-0.137200
T2P,3.313000
s4D,-0.062170
t4F,-0.062400
s4S,-0.066640
s3P,-0.109500
t4D,-0.062190
s5F,-0.034620
t4S,-0.072790
t3P,-0.115700
s5D,-0.030860
t5F,-0.034620
s5S,-0.031410
T3P,8.350000
t5D,-0.030890
s6F,0.001906
t5S,-0.037520
s4P,-0.061130
s6D,0.012510
t6F,0.001905
s6S,0.017890
t4P,-0.064020
t6D,0.012460
s7F,0.055660
t6S,0.008712
T4P,13.600000
s7D,0.074430
t7F,0.055660
s7S,0.088430
s5P,-0.026750
t7D,0.074350
s8F,0.129500
t7S,0.075730
t5P,-0.030090
s8D,0.158200
t8F,0.129500
s8S,0.184400
s6P,0.022520
t8D,0.158000
s9F,0.228000
t8S,0.167400
t6P,0.017490
s9D,0.269200
t9F,0.228000
s9S,0.312600
s7P,0.092110
t9D,0.269000
s:F,0.358200
t9S,0.290200
t7P,0.085050
s:D,0.415700
t:F,0.358200
s:S,0.484200
s8P,0.185900
t:D,0.415400
s;F,0.530700
t:S,0.454600
t8P,0.176200
s;D,0.610500
t;F,0.530600
s;S,0.715800
s9P,0.310200
t;D,0.609900
s<F,0.761700
t;S,0.676700
t9P,0.297200
s<D,0.873200
t<F,0.761600
s<S,1.035000
s:P,0.475100
t<D,0.872100
s=F,1.077000
t<S,0.982600
t:P,0.457300
s=D,1.235000
t=F,1.077000
s=S,1.486000
s;P,0.695700
t=D,1.233000
s>F,1.520000
t=S,1.416000
t;P,0.671200
s>D,1.750000
t>F,1.519000
s>S,2.147000
s<P,0.996000
t>D,1.747000
s?F,2.165000
t>S,2.055000
t<P,0.962100
s?D,2.509000
t?F,2.164000
s?S,3.115000
s=P,1.415000
t?D,2.507000
s@F,3.153000
t?S,3.049000
t=P,1.368000
s@D,3.413000
t@F,3.149000
s@S,3.480000
s>P,2.020000
t@D,3.697000
sAF,4.774000
t@S,4.709000
t>P,1.953000
sAD,3.759000
tAF,4.766000
sAS,3.929000
s?P,2.932000
tAD,5.708000
sBF,7.718000
tAS,7.788000
t?P,2.837000
sBD,5.750000
tBF,7.696000
sBS,4.930000
s@P,3.672000
tBD,8.226000
sCF,13.990000
tBS,8.300000
t@P,3.399000
sCD,8.439000
tCF,13.930000
sCS,8.026000
sAP,4.411000
tCD,9.517000
sDF,32.170000
tCS,13.010000
tAP,4.268000
sDD,9.633000
tDF,31.990000
sDS,8.684000
sBP,6.945000
tDD,18.160000
tDS,14.520000
tBP,6.773000
sED,13.770000
sES,13.260000
sCP,8.589000
tED,46.460000
tES,33.670000
tCP,8.428000
